Sig_day,Sig_time,Validated,Val_day,Val_time,Label,is_covid,Method,Person,Start_time,sig_day_time,val_day_time
27/11/2020,15:00:00,yes,28/11/2020,09:07:00,Topic 83b,no,epitweetr,EI expert 1,09:00:00,27/11/2020 15:00,28/11/2020 09:07
27/11/2020,15:00:00,yes,28/11/2020,09:07:00,Topic 83b,no,epitweetr,EI expert 1,09:00:00,27/11/2020 15:00,28/11/2020 09:07
27/11/2020,15:00:00,yes,28/11/2020,09:07:00,Topic 83b,no,epitweetr,EI expert 1,09:00:00,27/11/2020 15:00,28/11/2020 09:07
26/11/2020,21:00:00,yes,27/11/2020,08:57:00,Topic 83c,no,epitweetr,EI expert 1,08:55:00,26/11/2020 21:00,27/11/2020 08:57
26/11/2020,21:00:00,yes,27/11/2020,08:57:00,Topic 83c,no,epitweetr,EI expert 1,08:55:00,26/11/2020 21:00,27/11/2020 08:57
26/11/2020,13:00:00,yes,27/11/2020,08:57:00,Topic 83c,no,epitweetr,EI expert 1,08:55:00,26/11/2020 13:00,27/11/2020 08:57
26/11/2020,21:00:00,yes,27/11/2020,08:57:00,Topic 83c,no,epitweetr,EI expert 1,08:55:00,26/11/2020 21:00,27/11/2020 08:57
27/11/2020,19:00:00,yes,28/11/2020,09:04:00,Topic 83c,no,epitweetr,EI expert 1,09:00:00,27/11/2020 19:00,28/11/2020 09:04
28/11/2020,12:00:00,yes,28/11/2020,15:03:00,Topic 83c,no,epitweetr,EI expert 1,15:00:00,28/11/2020 12:00,28/11/2020 15:03
26/10/2020,12:00:00,yes,26/10/2020,15:25:00,Topic 83d,no,epitweetr,EI expert 1,15:25:00,26/10/2020 12:00,26/10/2020 15:25
26/10/2020,12:00:00,yes,26/10/2020,15:25:00,Topic 83d,no,epitweetr,EI expert 1,15:25:00,26/10/2020 12:00,26/10/2020 15:25
23/11/2020,16:24:00,no,24/11/2020,10:30:00,Topic 84,no,Twitter,EI expert 2,10:30:00,23/11/2020 16:24,24/11/2020 10:30
13/11/2020,02:00:00,yes,13/11/2020,09:03:00,Topic 85,no,epitweetr,EI expert 2,09:00:00,13/11/2020 02:00,13/11/2020 09:03
13/11/2020,02:00:00,yes,13/11/2020,09:03:00,Topic 85,no,epitweetr,EI expert 2,09:00:00,13/11/2020 02:00,13/11/2020 09:03
13/11/2020,02:00:00,yes,13/11/2020,09:03:00,Topic 85,no,epitweetr,EI expert 2,09:00:00,13/11/2020 02:00,13/11/2020 09:03
13/11/2020,11:00:00,yes,13/11/2020,16:04:00,Topic 85,no,epitweetr,EI expert 2,16:00:00,13/11/2020 11:00,13/11/2020 16:04
20/10/2020,04:00:00,yes,20/10/2020,09:38:00,Topic 86a,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:38
20/10/2020,04:00:00,yes,20/10/2020,09:38:00,Topic 86a,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:38
20/10/2020,14:00:00,yes,21/10/2020,10:03:00,Topic 86b,no,epitweetr,EI expert 1,09:30:00,20/10/2020 14:00,21/10/2020 10:03
20/10/2020,14:00:00,yes,21/10/2020,10:03:00,Topic 86b,no,epitweetr,EI expert 1,09:30:00,20/10/2020 14:00,21/10/2020 10:03
20/10/2020,14:00:00,yes,21/10/2020,10:03:00,Topic 86b,no,epitweetr,EI expert 1,09:30:00,20/10/2020 14:00,21/10/2020 10:03
16/11/2020,14:43:00,yes,16/11/2020,15:20:00,Topic 86c,no,Twitter,EI expert 2,15:15:00,16/11/2020 14:43,16/11/2020 15:20
09/11/2020,15:00:00,no,10/11/2020,08:53:00,Topic 87a,no,epitweetr,EI expert 2,08:44:00,09/11/2020 15:00,10/11/2020 08:53
20/10/2020,20:00:00,no,21/10/2020,09:49:00,Topic 87b,no,epitweetr,EI expert 1,09:30:00,20/10/2020 20:00,21/10/2020 09:49
24/11/2020,10:00:00,yes,24/11/2020,15:20:00,Topic 88,no,epitweetr,EI expert 1,15:00:00,24/11/2020 10:00,24/11/2020 15:20
05/11/2020,11:34:00,yes,05/11/2020,11:35:00,Topic 89,no,Twitter,EI expert 2,11:30:00,05/11/2020 11:34,05/11/2020 11:35
27/10/2020,12:00:00,no,27/10/2020,15:28:00,Topic 9,no,epitweetr,EI expert 1,15:20:00,27/10/2020 12:00,27/10/2020 15:28
04/11/2020,15:00:00,yes,05/11/2020,09:15:00,Topic 90,no,epitweetr,EI expert 2,08:55:00,04/11/2020 15:00,05/11/2020 09:15
27/10/2020,03:00:00,no,27/10/2020,08:24:00,Topic 91,no,epitweetr,EI expert 1,08:15:00,27/10/2020 03:00,27/10/2020 08:24
27/10/2020,03:00:00,no,27/10/2020,08:24:00,Topic 91,no,epitweetr,EI expert 1,08:15:00,27/10/2020 03:00,27/10/2020 08:24
28/10/2020,12:00:00,no,28/10/2020,14:58:00,Topic 91,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 14:58
28/10/2020,12:00:00,no,28/10/2020,14:58:00,Topic 91,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 14:58
20/10/2020,04:00:00,yes,20/10/2020,09:41:00,Topic 92,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:41
20/10/2020,04:00:00,yes,20/10/2020,09:41:00,Topic 92,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:41
20/10/2020,04:00:00,no,20/10/2020,09:35:00,Topic 93,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:35
20/10/2020,04:00:00,yes,20/10/2020,09:36:00,Topic 93,no,epitweetr,EI expert 1,09:30:00,20/10/2020 04:00,20/10/2020 09:36
23/11/2020,02:00:00,no,23/11/2020,09:28:00,Topic 93,no,epitweetr,EI expert 2,09:28:00,23/11/2020 02:00,23/11/2020 09:28
04/11/2020,12:00:00,yes,04/11/2020,09:55:00,Topic 94,no,epitweetr,EI expert 2,09:30:00,04/11/2020 12:00,04/11/2020 09:55
05/11/2020,15:00:00,yes,06/11/2020,09:15:00,Topic 95,no,epitweetr,EI expert 2,09:00:00,05/11/2020 15:00,06/11/2020 09:15
05/11/2020,15:00:00,yes,06/11/2020,09:15:00,Topic 95,no,epitweetr,EI expert 2,09:00:00,05/11/2020 15:00,06/11/2020 09:15
08/11/2020,12:00:00,yes,09/11/2020,09:18:00,Topic 95,no,epitweetr,EI expert 2,09:15:00,08/11/2020 12:00,09/11/2020 09:18
28/10/2020,12:00:00,no,28/10/2020,15:01:00,Topic 96,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:01
28/10/2020,12:00:00,no,28/10/2020,15:01:00,Topic 96,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:01
28/10/2020,12:00:00,no,28/10/2020,15:01:00,Topic 96,no,epitweetr,EI expert 1,14:50:00,28/10/2020 12:00,28/10/2020 15:01
27/10/2020,03:00:00,no,27/10/2020,08:26:00,Topic 97,no,epitweetr,EI expert 1,08:15:00,27/10/2020 03:00,27/10/2020 08:26
10/11/2020,15:17:00,yes,10/11/2020,15:42:00,Topic 98,no,Twitter,EI expert 2,15:35:00,10/11/2020 15:17,10/11/2020 15:42
28/10/2020,06:00:00,no,28/10/2020,15:15:00,Topic 99,no,epitweetr,EI expert 1,14:50:00,28/10/2020 06:00,28/10/2020 15:15
28/10/2020,06:00:00,no,28/10/2020,15:15:00,Topic 99,no,epitweetr,EI expert 1,14:50:00,28/10/2020 06:00,28/10/2020 15:15
28/10/2020,06:00:00,no,28/10/2020,15:15:00,Topic 99,no,epitweetr,EI expert 1,14:50:00,28/10/2020 06:00,28/10/2020 15:15
26/10/2020,09:00:00,no,26/10/2020,15:31:00,Topic 100,no,epitweetr,EI expert 1,15:25:00,26/10/2020 09:00,26/10/2020 15:31
20/10/2020,14:00:00,yes,21/10/2020,09:52:00,Topic 101a,no,epitweetr,EI expert 1,09:30:00,20/10/2020 14:00,21/10/2020 09:52
10/11/2020,15:00:00,no,11/11/2020,10:42:00,Topic 101b,no,epitweetr,EI expert 2,10:30:00,10/11/2020 15:00,11/11/2020 10:42
02/11/2020,17:00:00,no,02/11/2020,12:02:00,Topic 102,no,epitweetr,EI expert 2,12:00:00,02/11/2020 17:00,02/11/2020 12:02
02/11/2020,17:00:00,no,02/11/2020,12:02:00,Topic 102,no,epitweetr,EI expert 2,12:00:00,02/11/2020 17:00,02/11/2020 12:02
24/11/2020,16:00:00,no,25/11/2020,10:16:00,Topic 103,no,epitweetr,EI expert 1,09:50:00,24/11/2020 16:00,25/11/2020 10:16
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
24/11/2020,00:00:00,no,24/11/2020,09:05:00,Topic 104a,no,epitweetr,EI expert 1,09:00:00,24/11/2020 00:00,24/11/2020 09:05
11/11/2020,18:00:00,yes,11/11/2020,10:35:00,Topic 104b,no,epitweetr,EI expert 2,10:30:00,11/11/2020 18:00,11/11/2020 10:35
11/11/2020,18:00:00,yes,11/11/2020,10:35:00,Topic 104b,no,epitweetr,EI expert 2,10:30:00,11/11/2020 18:00,11/11/2020 10:35
17/11/2020,12:00:00,yes,17/11/2020,16:08:00,Topic 104b,no,epitweetr,EI expert 2,16:00:00,17/11/2020 12:00,17/11/2020 16:08
21/10/2020,09:34:00,yes,21/10/2020,10:16:00,Topic 104c,no,Twitter,EI expert 1,10:00:00,21/10/2020 09:34,21/10/2020 10:16
28/10/2020,14:51:00,yes,28/10/2020,15:06:00,Topic 104c,no,Twitter,EI expert 1,15:00:00,28/10/2020 14:51,28/10/2020 15:06
04/11/2020,15:00:00,no,05/11/2020,09:06:00,Topic 105,no,epitweetr,EI expert 2,08:55:00,04/11/2020 15:00,05/11/2020 09:06
